id,question_type,layer,stage,similarity,layer_divergence
3,causal_multiscale_reasoning,22,synthesis,0.840775,0.040185
3,causal_multiscale_reasoning,22,answer,0.916865,0.040185
3,causal_multiscale_reasoning,23,brainstorm,0.893429,0.059821
3,causal_multiscale_reasoning,23,graph,0.773659,0.059821
3,causal_multiscale_reasoning,23,patterns,0.798068,0.059821
3,causal_multiscale_reasoning,23,synthesis,0.842968,0.059821
3,causal_multiscale_reasoning,23,answer,0.919053,0.059821
3,causal_multiscale_reasoning,24,brainstorm,0.892859,0.052055
3,causal_multiscale_reasoning,24,graph,0.773333,0.052055
3,causal_multiscale_reasoning,24,patterns,0.797896,0.052055
3,causal_multiscale_reasoning,24,synthesis,0.842107,0.052055
3,causal_multiscale_reasoning,24,answer,0.918195,0.052055
3,causal_multiscale_reasoning,25,brainstorm,0.892683,0.049675
3,causal_multiscale_reasoning,25,graph,0.773231,0.049675
3,causal_multiscale_reasoning,25,patterns,0.797842,0.049675
3,causal_multiscale_reasoning,25,synthesis,0.841841,0.049675
3,causal_multiscale_reasoning,25,answer,0.91793,0.049675
3,causal_multiscale_reasoning,26,brainstorm,0.892523,0.047531
3,causal_multiscale_reasoning,26,graph,0.773139,0.047531
3,causal_multiscale_reasoning,26,patterns,0.797792,0.047531
3,causal_multiscale_reasoning,26,synthesis,0.841602,0.047531
3,causal_multiscale_reasoning,26,answer,0.91769,0.047531
3,causal_multiscale_reasoning,27,brainstorm,0.892249,0.043878
3,causal_multiscale_reasoning,27,graph,0.77298,0.043878
3,causal_multiscale_reasoning,27,patterns,0.797706,0.043878
3,causal_multiscale_reasoning,27,synthesis,0.841192,0.043878
3,causal_multiscale_reasoning,27,answer,0.917281,0.043878
3,causal_multiscale_reasoning,28,brainstorm,0.892351,0.045237
3,causal_multiscale_reasoning,28,graph,0.773039,0.045237
3,causal_multiscale_reasoning,28,patterns,0.797738,0.045237
3,causal_multiscale_reasoning,28,synthesis,0.841344,0.045237
3,causal_multiscale_reasoning,28,answer,0.917433,0.045237
3,causal_multiscale_reasoning,29,brainstorm,0.891948,0.039891
3,causal_multiscale_reasoning,29,graph,0.772804,0.039891
3,causal_multiscale_reasoning,29,patterns,0.79761,0.039891
3,causal_multiscale_reasoning,29,synthesis,0.840742,0.039891
3,causal_multiscale_reasoning,29,answer,0.916832,0.039891
3,causal_multiscale_reasoning,30,brainstorm,0.891284,0.031205
3,causal_multiscale_reasoning,30,graph,0.772415,0.031205
3,causal_multiscale_reasoning,30,patterns,0.797392,0.031205
3,causal_multiscale_reasoning,30,synthesis,0.839755,0.031205
3,causal_multiscale_reasoning,30,answer,0.915845,0.031205
3,causal_multiscale_reasoning,31,brainstorm,0.891476,0.033705
3,causal_multiscale_reasoning,31,graph,0.772528,0.033705
3,causal_multiscale_reasoning,31,patterns,0.797456,0.033705
3,causal_multiscale_reasoning,31,synthesis,0.84004,0.033705
3,causal_multiscale_reasoning,31,answer,0.91613,0.033705
3,causal_multiscale_reasoning,32,brainstorm,0.890985,0.027359
3,causal_multiscale_reasoning,32,graph,0.772239,0.027359
3,causal_multiscale_reasoning,32,patterns,0.797293,0.027359
3,causal_multiscale_reasoning,32,synthesis,0.839314,0.027359
3,causal_multiscale_reasoning,32,answer,0.915404,0.027359
3,causal_multiscale_reasoning,33,brainstorm,0.891073,0.028486
3,causal_multiscale_reasoning,33,graph,0.772291,0.028486
3,causal_multiscale_reasoning,33,patterns,0.797322,0.028486
3,causal_multiscale_reasoning,33,synthesis,0.839443,0.028486
3,causal_multiscale_reasoning,33,answer,0.915534,0.028486
3,causal_multiscale_reasoning,34,brainstorm,0.890505,0.021213
3,causal_multiscale_reasoning,34,graph,0.771954,0.021213
3,causal_multiscale_reasoning,34,patterns,0.797129,0.021213
3,causal_multiscale_reasoning,34,synthesis,0.838606,0.021213
3,causal_multiscale_reasoning,34,answer,0.914696,0.021213
3,causal_multiscale_reasoning,35,brainstorm,0.889829,0.012697
3,causal_multiscale_reasoning,35,graph,0.771551,0.012697
3,causal_multiscale_reasoning,35,patterns,0.796893,0.012697
3,causal_multiscale_reasoning,35,synthesis,0.837617,0.012697
3,causal_multiscale_reasoning,35,answer,0.913705,0.012697
3,causal_multiscale_reasoning,36,brainstorm,0.905387,0.277366
3,causal_multiscale_reasoning,36,graph,0.779267,0.277366
3,causal_multiscale_reasoning,36,patterns,0.799149,0.277366
3,causal_multiscale_reasoning,36,synthesis,0.863441,0.277366
3,causal_multiscale_reasoning,36,answer,0.939089,0.277366
4,hidden_variable_identification,0,brainstorm,0.926086,0.066312
4,hidden_variable_identification,0,graph,0.811301,0.066312
4,hidden_variable_identification,0,patterns,0.773256,0.066312
4,hidden_variable_identification,0,synthesis,0.85725,0.066312
4,hidden_variable_identification,0,answer,0.933605,0.066312
4,hidden_variable_identification,1,brainstorm,0.924291,0.005663
4,hidden_variable_identification,1,graph,0.808519,0.005663
4,hidden_variable_identification,1,patterns,0.769899,0.005663
4,hidden_variable_identification,1,synthesis,0.852969,0.005663
4,hidden_variable_identification,1,answer,0.927388,0.005663
4,hidden_variable_identification,2,brainstorm,0.924309,0.006209
4,hidden_variable_identification,2,graph,0.808546,0.006209
4,hidden_variable_identification,2,patterns,0.769931,0.006209
4,hidden_variable_identification,2,synthesis,0.85301,0.006209
4,hidden_variable_identification,2,answer,0.927446,0.006209
4,hidden_variable_identification,3,brainstorm,0.924441,0.010179
4,hidden_variable_identification,3,graph,0.80874,0.010179
4,hidden_variable_identification,3,patterns,0.770162,0.010179
4,hidden_variable_identification,3,synthesis,0.853303,0.010179
4,hidden_variable_identification,3,answer,0.927866,0.010179
4,hidden_variable_identification,4,brainstorm,0.924606,0.015244
4,hidden_variable_identification,4,graph,0.808986,0.015244
4,hidden_variable_identification,4,patterns,0.770455,0.015244
4,hidden_variable_identification,4,synthesis,0.853674,0.015244
4,hidden_variable_identification,4,answer,0.9284,0.015244
4,hidden_variable_identification,5,brainstorm,0.924504,0.01211
4,hidden_variable_identification,5,graph,0.808834,0.01211
4,hidden_variable_identification,5,patterns,0.770274,0.01211
4,hidden_variable_identification,5,synthesis,0.853444,0.01211
4,hidden_variable_identification,5,answer,0.92807,0.01211
4,hidden_variable_identification,6,brainstorm,0.924457,0.010669
4,hidden_variable_identification,6,graph,0.808764,0.010669
4,hidden_variable_identification,6,patterns,0.77019,0.010669
4,hidden_variable_identification,6,synthesis,0.853339,0.010669
4,hidden_variable_identification,6,answer,0.927918,0.010669
4,hidden_variable_identification,7,brainstorm,0.925455,0.043058
4,hidden_variable_identification,7,graph,0.810283,0.043058
4,hidden_variable_identification,7,patterns,0.772014,0.043058
4,hidden_variable_identification,7,synthesis,0.855659,0.043058
4,hidden_variable_identification,7,answer,0.931274,0.043058
4,hidden_variable_identification,8,brainstorm,0.92534,0.039085
4,hidden_variable_identification,8,graph,0.810103,0.039085
4,hidden_variable_identification,8,patterns,0.771796,0.039085
4,hidden_variable_identification,8,synthesis,0.855381,0.039085
4,hidden_variable_identification,8,answer,0.93087,0.039085
4,hidden_variable_identification,9,brainstorm,0.925332,0.038829
4,hidden_variable_identification,9,graph,0.810092,0.038829
4,hidden_variable_identification,9,patterns,0.771782,0.038829
4,hidden_variable_identification,9,synthesis,0.855363,0.038829
4,hidden_variable_identification,9,answer,0.930843,0.038829
4,hidden_variable_identification,10,brainstorm,0.925299,0.037687
4,hidden_variable_identification,10,graph,0.810039,0.037687
4,hidden_variable_identification,10,patterns,0.771719,0.037687
4,hidden_variable_identification,10,synthesis,0.855282,0.037687
4,hidden_variable_identification,10,answer,0.930727,0.037687
4,hidden_variable_identification,11,brainstorm,0.925237,0.035581
4,hidden_variable_identification,11,graph,0.809943,0.035581
4,hidden_variable_identification,11,patterns,0.771603,0.035581
4,hidden_variable_identification,11,synthesis,0.855134,0.035581
4,hidden_variable_identification,11,answer,0.930511,0.035581
4,hidden_variable_identification,12,brainstorm,0.925256,0.036213
4,hidden_variable_identification,12,graph,0.809972,0.036213
4,hidden_variable_identification,12,patterns,0.771638,0.036213
4,hidden_variable_identification,12,synthesis,0.855179,0.036213
4,hidden_variable_identification,12,answer,0.930576,0.036213
4,hidden_variable_identification,13,brainstorm,0.925183,0.033765
4,hidden_variable_identification,13,graph,0.809859,0.033765
4,hidden_variable_identification,13,patterns,0.771502,0.033765
4,hidden_variable_identification,13,synthesis,0.855006,0.033765
4,hidden_variable_identification,13,answer,0.930324,0.033765
4,hidden_variable_identification,14,brainstorm,0.92513,0.032013
4,hidden_variable_identification,14,graph,0.809778,0.032013
4,hidden_variable_identification,14,patterns,0.771405,0.032013
4,hidden_variable_identification,14,synthesis,0.854881,0.032013
4,hidden_variable_identification,14,answer,0.930144,0.032013
4,hidden_variable_identification,15,brainstorm,0.925088,0.030611
4,hidden_variable_identification,15,graph,0.809713,0.030611
4,hidden_variable_identification,15,patterns,0.771326,0.030611
4,hidden_variable_identification,15,synthesis,0.854781,0.030611
4,hidden_variable_identification,15,answer,0.93,0.030611
4,hidden_variable_identification,16,brainstorm,0.925078,0.030302
4,hidden_variable_identification,16,graph,0.809699,0.030302
4,hidden_variable_identification,16,patterns,0.771309,0.030302
4,hidden_variable_identification,16,synthesis,0.854759,0.030302
4,hidden_variable_identification,16,answer,0.929968,0.030302
4,hidden_variable_identification,17,brainstorm,0.925484,0.04406
4,hidden_variable_identification,17,graph,0.810328,0.04406
4,hidden_variable_identification,17,patterns,0.772069,0.04406
4,hidden_variable_identification,17,synthesis,0.855729,0.04406
4,hidden_variable_identification,17,answer,0.931376,0.04406
4,hidden_variable_identification,18,brainstorm,0.925629,0.049213
4,hidden_variable_identification,18,graph,0.810559,0.049213
4,hidden_variable_identification,18,patterns,0.772348,0.049213
4,hidden_variable_identification,18,synthesis,0.856086,0.049213
4,hidden_variable_identification,18,answer,0.931898,0.049213
4,hidden_variable_identification,19,brainstorm,0.92544,0.042537
4,hidden_variable_identification,19,graph,0.81026,0.042537
4,hidden_variable_identification,19,patterns,0.771986,0.042537
4,hidden_variable_identification,19,synthesis,0.855623,0.042537
4,hidden_variable_identification,19,answer,0.931222,0.042537
4,hidden_variable_identification,20,brainstorm,0.925933,0.060417
4,hidden_variable_identification,20,graph,0.811049,0.060417
4,hidden_variable_identification,20,patterns,0.772946,0.060417
4,hidden_variable_identification,20,synthesis,0.856853,0.060417
4,hidden_variable_identification,20,answer,0.933021,0.060417
4,hidden_variable_identification,21,brainstorm,0.925657,0.050228
4,hidden_variable_identification,21,graph,0.810604,0.050228
4,hidden_variable_identification,21,patterns,0.772403,0.050228
4,hidden_variable_identification,21,synthesis,0.856156,0.050228
4,hidden_variable_identification,21,answer,0.932,0.050228
4,hidden_variable_identification,22,brainstorm,0.925679,0.051004
4,hidden_variable_identification,22,graph,0.810638,0.051004
4,hidden_variable_identification,22,patterns,0.772445,0.051004
4,hidden_variable_identification,22,synthesis,0.85621,0.051004
4,hidden_variable_identification,22,answer,0.932078,0.051004
4,hidden_variable_identification,23,brainstorm,0.92617,0.069615
4,hidden_variable_identification,23,graph,0.81144,0.069615
4,hidden_variable_identification,23,patterns,0.773427,0.069615
4,hidden_variable_identification,23,synthesis,0.857471,0.069615
4,hidden_variable_identification,23,answer,0.933931,0.069615
4,hidden_variable_identification,24,brainstorm,0.925919,0.059885
4,hidden_variable_identification,24,graph,0.811026,0.059885
4,hidden_variable_identification,24,patterns,0.772918,0.059885
4,hidden_variable_identification,24,synthesis,0.856816,0.059885
4,hidden_variable_identification,24,answer,0.932968,0.059885
4,hidden_variable_identification,25,brainstorm,0.925797,0.055333
4,hidden_variable_identification,25,graph,0.810828,0.055333
4,hidden_variable_identification,25,patterns,0.772677,0.055333
4,hidden_variable_identification,25,synthesis,0.856507,0.055333
4,hidden_variable_identification,25,answer,0.932513,0.055333
4,hidden_variable_identification,26,brainstorm,0.925724,0.052661
4,hidden_variable_identification,26,graph,0.810711,0.052661
4,hidden_variable_identification,26,patterns,0.772534,0.052661
4,hidden_variable_identification,26,synthesis,0.856324,0.052661
4,hidden_variable_identification,26,answer,0.932245,0.052661
4,hidden_variable_identification,27,brainstorm,0.925579,0.04742
4,hidden_variable_identification,27,graph,0.810479,0.04742
4,hidden_variable_identification,27,patterns,0.772251,0.04742
4,hidden_variable_identification,27,synthesis,0.855962,0.04742
4,hidden_variable_identification,27,answer,0.931717,0.04742
4,hidden_variable_identification,28,brainstorm,0.925603,0.048281
4,hidden_variable_identification,28,graph,0.810517,0.048281
4,hidden_variable_identification,28,patterns,0.772298,0.048281
4,hidden_variable_identification,28,synthesis,0.856022,0.048281
4,hidden_variable_identification,28,answer,0.931804,0.048281
4,hidden_variable_identification,29,brainstorm,0.925426,0.042053
4,hidden_variable_identification,29,graph,0.810238,0.042053
4,hidden_variable_identification,29,patterns,0.771959,0.042053
4,hidden_variable_identification,29,synthesis,0.855589,0.042053
4,hidden_variable_identification,29,answer,0.931172,0.042053
4,hidden_variable_identification,30,brainstorm,0.925158,0.03294
4,hidden_variable_identification,30,graph,0.809821,0.03294
4,hidden_variable_identification,30,patterns,0.771456,0.03294
4,hidden_variable_identification,30,synthesis,0.854947,0.03294
4,hidden_variable_identification,30,answer,0.93024,0.03294
4,hidden_variable_identification,31,brainstorm,0.925207,0.034586
4,hidden_variable_identification,31,graph,0.809897,0.034586
4,hidden_variable_identification,31,patterns,0.771548,0.034586
4,hidden_variable_identification,31,synthesis,0.855064,0.034586
4,hidden_variable_identification,31,answer,0.930409,0.034586
4,hidden_variable_identification,32,brainstorm,0.925007,0.027982
4,hidden_variable_identification,32,graph,0.809591,0.027982
4,hidden_variable_identification,32,patterns,0.771179,0.027982
4,hidden_variable_identification,32,synthesis,0.854594,0.027982
4,hidden_variable_identification,32,answer,0.929728,0.027982
4,hidden_variable_identification,33,brainstorm,0.925033,0.028827
4,hidden_variable_identification,33,graph,0.80963,0.028827
4,hidden_variable_identification,33,patterns,0.771226,0.028827
4,hidden_variable_identification,33,synthesis,0.854654,0.028827
4,hidden_variable_identification,33,answer,0.929815,0.028827
4,hidden_variable_identification,34,brainstorm,0.924816,0.021835
4,hidden_variable_identification,34,graph,0.809301,0.021835
4,hidden_variable_identification,34,patterns,0.770831,0.021835
4,hidden_variable_identification,34,synthesis,0.854152,0.021835
4,hidden_variable_identification,34,answer,0.929089,0.021835
4,hidden_variable_identification,35,brainstorm,0.924517,0.012497
4,hidden_variable_identification,35,graph,0.808853,0.012497
4,hidden_variable_identification,35,patterns,0.770296,0.012497
4,hidden_variable_identification,35,synthesis,0.853473,0.012497
4,hidden_variable_identification,35,answer,0.928111,0.012497
4,hidden_variable_identification,36,brainstorm,0.928457,0.233824
4,hidden_variable_identification,36,graph,0.816762,0.233824
4,hidden_variable_identification,36,patterns,0.780435,0.233824
4,hidden_variable_identification,36,synthesis,0.866774,0.233824
4,hidden_variable_identification,36,answer,0.948332,0.233824
5,model_abstraction_and_breakdown,0,brainstorm,0.923118,0.086566
5,model_abstraction_and_breakdown,0,graph,0.753715,0.086566
5,model_abstraction_and_breakdown,0,patterns,0.713868,0.086566
5,model_abstraction_and_breakdown,0,synthesis,0.874272,0.086566
5,model_abstraction_and_breakdown,0,answer,0.897168,0.086566
5,model_abstraction_and_breakdown,1,brainstorm,0.916623,0.008347
5,model_abstraction_and_breakdown,1,graph,0.749481,0.008347
5,model_abstraction_and_breakdown,1,patterns,0.709658,0.008347
5,model_abstraction_and_breakdown,1,synthesis,0.866625,0.008347
5,model_abstraction_and_breakdown,1,answer,0.888203,0.008347
5,model_abstraction_and_breakdown,2,brainstorm,0.916595,0.008022
5,model_abstraction_and_breakdown,2,graph,0.749462,0.008022
5,model_abstraction_and_breakdown,2,patterns,0.709639,0.008022
5,model_abstraction_and_breakdown,2,synthesis,0.866593,0.008022
5,model_abstraction_and_breakdown,2,answer,0.888165,0.008022
5,model_abstraction_and_breakdown,3,brainstorm,0.916902,0.011557
5,model_abstraction_and_breakdown,3,graph,0.749665,0.011557
5,model_abstraction_and_breakdown,3,patterns,0.70984,0.011557
5,model_abstraction_and_breakdown,3,synthesis,0.86695,0.011557
5,model_abstraction_and_breakdown,3,answer,0.888582,0.011557
5,model_abstraction_and_breakdown,4,brainstorm,0.917262,0.015724
5,model_abstraction_and_breakdown,4,graph,0.749902,0.015724
5,model_abstraction_and_breakdown,4,patterns,0.710075,0.015724
5,model_abstraction_and_breakdown,4,synthesis,0.86737,0.015724
5,model_abstraction_and_breakdown,4,answer,0.889072,0.015724
5,model_abstraction_and_breakdown,5,brainstorm,0.917028,0.013011
5,model_abstraction_and_breakdown,5,graph,0.749747,0.013011
5,model_abstraction_and_breakdown,5,patterns,0.709922,0.013011
5,model_abstraction_and_breakdown,5,synthesis,0.867097,0.013011
5,model_abstraction_and_breakdown,5,answer,0.888753,0.013011
5,model_abstraction_and_breakdown,6,brainstorm,0.916884,0.011358
5,model_abstraction_and_breakdown,6,graph,0.749653,0.011358
5,model_abstraction_and_breakdown,6,patterns,0.709829,0.011358
5,model_abstraction_and_breakdown,6,synthesis,0.86693,0.011358
5,model_abstraction_and_breakdown,6,answer,0.888558,0.011358
5,model_abstraction_and_breakdown,7,brainstorm,0.929058,0.16574
5,model_abstraction_and_breakdown,7,graph,0.757474,0.16574
5,model_abstraction_and_breakdown,7,patterns,0.717632,0.16574
5,model_abstraction_and_breakdown,7,synthesis,0.881423,0.16574
5,model_abstraction_and_breakdown,7,answer,0.905647,0.16574
5,model_abstraction_and_breakdown,8,brainstorm,0.92765,0.146154
5,model_abstraction_and_breakdown,8,graph,0.756595,0.146154
5,model_abstraction_and_breakdown,8,patterns,0.716749,0.146154
5,model_abstraction_and_breakdown,8,synthesis,0.879711,0.146154
5,model_abstraction_and_breakdown,8,answer,0.903607,0.146154
5,model_abstraction_and_breakdown,9,brainstorm,0.926909,0.136076
5,model_abstraction_and_breakdown,9,graph,0.756129,0.136076
5,model_abstraction_and_breakdown,9,patterns,0.716282,0.136076
5,model_abstraction_and_breakdown,9,synthesis,0.878815,0.136076
5,model_abstraction_and_breakdown,9,answer,0.902542,0.136076
5,model_abstraction_and_breakdown,10,brainstorm,0.926488,0.130401
5,model_abstraction_and_breakdown,10,graph,0.755863,0.130401
5,model_abstraction_and_breakdown,10,patterns,0.716015,0.130401
5,model_abstraction_and_breakdown,10,synthesis,0.878307,0.130401
5,model_abstraction_and_breakdown,10,answer,0.901938,0.130401
5,model_abstraction_and_breakdown,11,brainstorm,0.925195,0.113271
5,model_abstraction_and_breakdown,11,graph,0.755043,0.113271
5,model_abstraction_and_breakdown,11,patterns,0.715194,0.113271
5,model_abstraction_and_breakdown,11,synthesis,0.876752,0.113271
5,model_abstraction_and_breakdown,11,answer,0.900096,0.113271
5,model_abstraction_and_breakdown,12,brainstorm,0.924476,0.10392
5,model_abstraction_and_breakdown,12,graph,0.754585,0.10392
5,model_abstraction_and_breakdown,12,patterns,0.714736,0.10392
5,model_abstraction_and_breakdown,12,synthesis,0.875891,0.10392
5,model_abstraction_and_breakdown,12,answer,0.899078,0.10392
5,model_abstraction_and_breakdown,13,brainstorm,0.923214,0.087774
5,model_abstraction_and_breakdown,13,graph,0.753776,0.087774
5,model_abstraction_and_breakdown,13,patterns,0.713929,0.087774
5,model_abstraction_and_breakdown,13,synthesis,0.874386,0.087774
5,model_abstraction_and_breakdown,13,answer,0.897302,0.087774
5,model_abstraction_and_breakdown,14,brainstorm,0.922795,0.082493
5,model_abstraction_and_breakdown,14,graph,0.753507,0.082493
5,model_abstraction_and_breakdown,14,patterns,0.71366,0.082493
5,model_abstraction_and_breakdown,14,synthesis,0.873888,0.082493
5,model_abstraction_and_breakdown,14,answer,0.896715,0.082493
5,model_abstraction_and_breakdown,15,brainstorm,0.922196,0.074992
5,model_abstraction_and_breakdown,15,graph,0.753121,0.074992
5,model_abstraction_and_breakdown,15,patterns,0.713275,0.074992
5,model_abstraction_and_breakdown,15,synthesis,0.873176,0.074992
5,model_abstraction_and_breakdown,15,answer,0.895877,0.074992
5,model_abstraction_and_breakdown,16,brainstorm,0.921727,0.069171
5,model_abstraction_and_breakdown,16,graph,0.752817,0.069171
5,model_abstraction_and_breakdown,16,patterns,0.712973,0.069171
5,model_abstraction_and_breakdown,16,synthesis,0.872621,0.069171
5,model_abstraction_and_breakdown,16,answer,0.895223,0.069171
5,model_abstraction_and_breakdown,17,brainstorm,0.92415,0.099716
5,model_abstraction_and_breakdown,17,graph,0.754377,0.099716
5,model_abstraction_and_breakdown,17,patterns,0.714528,0.099716
5,model_abstraction_and_breakdown,17,synthesis,0.875502,0.099716
5,model_abstraction_and_breakdown,17,answer,0.898618,0.099716
5,model_abstraction_and_breakdown,18,brainstorm,0.923839,0.095734
5,model_abstraction_and_breakdown,18,graph,0.754178,0.095734
5,model_abstraction_and_breakdown,18,patterns,0.71433,0.095734
5,model_abstraction_and_breakdown,18,synthesis,0.875131,0.095734
5,model_abstraction_and_breakdown,18,answer,0.898181,0.095734
5,model_abstraction_and_breakdown,19,brainstorm,0.922409,0.077655
5,model_abstraction_and_breakdown,19,graph,0.753258,0.077655
5,model_abstraction_and_breakdown,19,patterns,0.713412,0.077655
5,model_abstraction_and_breakdown,19,synthesis,0.873429,0.077655
5,model_abstraction_and_breakdown,19,answer,0.896175,0.077655
5,model_abstraction_and_breakdown,20,brainstorm,0.922361,0.077046
5,model_abstraction_and_breakdown,20,graph,0.753227,0.077046
5,model_abstraction_and_breakdown,20,patterns,0.713381,0.077046
5,model_abstraction_and_breakdown,20,synthesis,0.873372,0.077046
5,model_abstraction_and_breakdown,20,answer,0.896107,0.077046
5,model_abstraction_and_breakdown,21,brainstorm,0.921467,0.065971
5,model_abstraction_and_breakdown,21,graph,0.752649,0.065971
5,model_abstraction_and_breakdown,21,patterns,0.712806,0.065971
5,model_abstraction_and_breakdown,21,synthesis,0.872313,0.065971
5,model_abstraction_and_breakdown,21,answer,0.894863,0.065971
5,model_abstraction_and_breakdown,22,brainstorm,0.921416,0.065338
5,model_abstraction_and_breakdown,22,graph,0.752616,0.065338
5,model_abstraction_and_breakdown,22,patterns,0.712773,0.065338
5,model_abstraction_and_breakdown,22,synthesis,0.872253,0.065338
5,model_abstraction_and_breakdown,22,answer,0.894791,0.065338
5,model_abstraction_and_breakdown,23,brainstorm,0.922056,0.073257
5,model_abstraction_and_breakdown,23,graph,0.75303,0.073257
5,model_abstraction_and_breakdown,23,patterns,0.713185,0.073257
5,model_abstraction_and_breakdown,23,synthesis,0.873011,0.073257
5,model_abstraction_and_breakdown,23,answer,0.895683,0.073257
5,model_abstraction_and_breakdown,24,brainstorm,0.920886,0.058841
5,model_abstraction_and_breakdown,24,graph,0.752272,0.058841
5,model_abstraction_and_breakdown,24,patterns,0.71243,0.058841
5,model_abstraction_and_breakdown,24,synthesis,0.871626,0.058841
5,model_abstraction_and_breakdown,24,answer,0.894055,0.058841
5,model_abstraction_and_breakdown,25,brainstorm,0.920457,0.053628
5,model_abstraction_and_breakdown,25,graph,0.751994,0.053628
5,model_abstraction_and_breakdown,25,patterns,0.712153,0.053628
5,model_abstraction_and_breakdown,25,synthesis,0.871121,0.053628
5,model_abstraction_and_breakdown,25,answer,0.893462,0.053628
5,model_abstraction_and_breakdown,26,brainstorm,0.919979,0.047846
5,model_abstraction_and_breakdown,26,graph,0.751682,0.047846
5,model_abstraction_and_breakdown,26,patterns,0.711843,0.047846
5,model_abstraction_and_breakdown,26,synthesis,0.870557,0.047846
5,model_abstraction_and_breakdown,26,answer,0.892801,0.047846
5,model_abstraction_and_breakdown,27,brainstorm,0.919801,0.045705
5,model_abstraction_and_breakdown,27,graph,0.751566,0.045705
5,model_abstraction_and_breakdown,27,patterns,0.711728,0.045705
5,model_abstraction_and_breakdown,27,synthesis,0.870348,0.045705
5,model_abstraction_and_breakdown,27,answer,0.892555,0.045705
5,model_abstraction_and_breakdown,28,brainstorm,0.919782,0.045478
5,model_abstraction_and_breakdown,28,graph,0.751554,0.045478
5,model_abstraction_and_breakdown,28,patterns,0.711716,0.045478
5,model_abstraction_and_breakdown,28,synthesis,0.870325,0.045478
5,model_abstraction_and_breakdown,28,answer,0.892529,0.045478
5,model_abstraction_and_breakdown,29,brainstorm,0.919278,0.039445
5,model_abstraction_and_breakdown,29,graph,0.751225,0.039445
5,model_abstraction_and_breakdown,29,patterns,0.711389,0.039445
5,model_abstraction_and_breakdown,29,synthesis,0.869733,0.039445
5,model_abstraction_and_breakdown,29,answer,0.891835,0.039445
5,model_abstraction_and_breakdown,30,brainstorm,0.918581,0.031164
5,model_abstraction_and_breakdown,30,graph,0.750768,0.031164
5,model_abstraction_and_breakdown,30,patterns,0.710935,0.031164
5,model_abstraction_and_breakdown,30,synthesis,0.868914,0.031164
5,model_abstraction_and_breakdown,30,answer,0.890876,0.031164
5,model_abstraction_and_breakdown,31,brainstorm,0.918898,0.034928
5,model_abstraction_and_breakdown,31,graph,0.750976,0.034928
5,model_abstraction_and_breakdown,31,patterns,0.711142,0.034928
5,model_abstraction_and_breakdown,31,synthesis,0.869287,0.034928
5,model_abstraction_and_breakdown,31,answer,0.891313,0.034928
5,model_abstraction_and_breakdown,32,brainstorm,0.918346,0.028393
5,model_abstraction_and_breakdown,32,graph,0.750614,0.028393
5,model_abstraction_and_breakdown,32,patterns,0.710782,0.028393
5,model_abstraction_and_breakdown,32,synthesis,0.868638,0.028393
5,model_abstraction_and_breakdown,32,answer,0.890554,0.028393
5,model_abstraction_and_breakdown,33,brainstorm,0.918428,0.02936
5,model_abstraction_and_breakdown,33,graph,0.750668,0.02936
5,model_abstraction_and_breakdown,33,patterns,0.710835,0.02936
5,model_abstraction_and_breakdown,33,synthesis,0.868735,0.02936
5,model_abstraction_and_breakdown,33,answer,0.890667,0.02936
5,model_abstraction_and_breakdown,34,brainstorm,0.917782,0.021786
5,model_abstraction_and_breakdown,34,graph,0.750244,0.021786
5,model_abstraction_and_breakdown,34,patterns,0.710415,0.021786
5,model_abstraction_and_breakdown,34,synthesis,0.867979,0.021786
5,model_abstraction_and_breakdown,34,answer,0.889783,0.021786
5,model_abstraction_and_breakdown,35,brainstorm,0.916956,0.01218
5,model_abstraction_and_breakdown,35,graph,0.7497,0.01218
5,model_abstraction_and_breakdown,35,patterns,0.709875,0.01218
5,model_abstraction_and_breakdown,35,synthesis,0.867013,0.01218
5,model_abstraction_and_breakdown,35,answer,0.888655,0.01218
5,model_abstraction_and_breakdown,36,brainstorm,0.933316,0.22882
5,model_abstraction_and_breakdown,36,graph,0.760077,0.22882
5,model_abstraction_and_breakdown,36,patterns,0.72026,0.22882
5,model_abstraction_and_breakdown,36,synthesis,0.886677,0.22882
5,model_abstraction_and_breakdown,36,answer,0.911951,0.22882
6,tradeoff_and_non_monotonicity,0,brainstorm,0.930914,0.120696
6,tradeoff_and_non_monotonicity,0,graph,0.850549,0.120696
6,tradeoff_and_non_monotonicity,0,patterns,0.647503,0.120696
6,tradeoff_and_non_monotonicity,0,synthesis,0.872093,0.120696
6,tradeoff_and_non_monotonicity,0,answer,0.878396,0.120696
6,tradeoff_and_non_monotonicity,1,brainstorm,0.92227,0.00943
6,tradeoff_and_non_monotonicity,1,graph,0.837763,0.00943
6,tradeoff_and_non_monotonicity,1,patterns,0.638218,0.00943
6,tradeoff_and_non_monotonicity,1,synthesis,0.857925,0.00943
6,tradeoff_and_non_monotonicity,1,answer,0.861585,0.00943
6,tradeoff_and_non_monotonicity,2,brainstorm,0.922326,0.010064
6,tradeoff_and_non_monotonicity,2,graph,0.837842,0.010064
6,tradeoff_and_non_monotonicity,2,patterns,0.638275,0.010064
6,tradeoff_and_non_monotonicity,2,synthesis,0.858011,0.010064
6,tradeoff_and_non_monotonicity,2,answer,0.861687,0.010064
6,tradeoff_and_non_monotonicity,3,brainstorm,0.922684,0.014117
