id,question_type,source_stage,target_stage,layer,path_effect_emb,path_effect_mech
8,tradeoff_and_non_monotonicity,patterns,synthesis,24,0.8418,0.3636
8,tradeoff_and_non_monotonicity,patterns,synthesis,28,0.8764,0.3636
8,tradeoff_and_non_monotonicity,patterns,synthesis,29,0.8861,0.3636
8,tradeoff_and_non_monotonicity,patterns,synthesis,30,0.9060,0.3636
8,tradeoff_and_non_monotonicity,patterns,synthesis,31,0.9174,0.3636
8,tradeoff_and_non_monotonicity,patterns,synthesis,32,0.9305,0.3636
8,tradeoff_and_non_monotonicity,patterns,synthesis,36,0.3185,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,0,0.6549,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,1,0.9570,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,2,0.9608,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,3,0.9576,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,4,0.9503,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,5,0.9602,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,6,0.9664,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,7,0.9670,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,8,0.9604,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,9,0.9538,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,10,0.9531,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,20,0.9335,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,21,0.9355,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,22,0.9251,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,23,0.9195,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,24,0.9189,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,28,0.9442,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,29,0.9470,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,30,0.9551,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,31,0.9618,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,32,0.9671,0.3636
8,tradeoff_and_non_monotonicity,synthesis,answer,36,0.7773,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,0,0.6210,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,1,0.9571,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,2,0.9542,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,3,0.9428,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,4,0.9341,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,5,0.9478,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,6,0.9528,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,7,0.1388,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,8,0.1595,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,9,0.1701,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,10,0.1915,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,20,0.4279,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,21,0.4510,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,22,0.4562,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,23,0.4940,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,24,0.5599,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,28,0.7262,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,29,0.7573,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,30,0.7935,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,31,0.8283,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,32,0.8514,0.3636
8,tradeoff_and_non_monotonicity,brainstorm,answer,36,0.8379,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,0,0.6664,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,1,0.9556,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,2,0.9595,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,3,0.9581,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,4,0.9554,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,5,0.9638,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,6,0.9690,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,7,0.9667,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,8,0.9576,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,9,0.9487,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,10,0.9418,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,20,0.8852,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,21,0.8879,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,22,0.8765,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,23,0.8722,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,24,0.8662,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,28,0.9090,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,29,0.9124,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,30,0.9278,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,31,0.9413,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,32,0.9492,0.3636
8,tradeoff_and_non_monotonicity,graph,answer,36,0.9170,0.3636
9,model_abstraction_and_breakdown,graph,synthesis,0,0.6883,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,1,0.9611,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,2,0.9654,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,3,0.9602,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,4,0.9573,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,5,0.9641,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,6,0.9669,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,7,0.9629,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,8,0.9533,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,9,0.9394,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,10,0.9304,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,20,0.8735,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,21,0.8771,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,22,0.8595,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,23,0.8682,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,24,0.8688,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,28,0.9126,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,29,0.9139,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,30,0.9252,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,31,0.9359,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,32,0.9430,0.2500
9,model_abstraction_and_breakdown,graph,synthesis,36,0.9251,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,0,0.7150,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,1,0.9674,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,2,0.9715,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,3,0.9665,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,4,0.9633,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,5,0.9695,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,6,0.9722,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,7,0.9689,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,8,0.9608,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,9,0.9487,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,10,0.9404,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,20,0.8842,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,21,0.8853,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,22,0.8691,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,23,0.8736,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,24,0.8730,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,28,0.9168,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,29,0.9198,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,30,0.9316,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,31,0.9422,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,32,0.9487,0.2500
9,model_abstraction_and_breakdown,patterns,synthesis,36,0.9265,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,0,0.6531,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,1,0.9591,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,2,0.9633,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,3,0.9576,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,4,0.9516,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,5,0.9579,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,6,0.9619,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,7,0.9590,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,8,0.9501,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,9,0.9363,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,10,0.9285,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,20,0.8924,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,21,0.8931,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,22,0.8822,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,23,0.8733,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,24,0.8723,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,28,0.9102,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,29,0.9095,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,30,0.9203,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,31,0.9288,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,32,0.9361,0.2500
9,model_abstraction_and_breakdown,synthesis,answer,36,0.8268,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,0,0.6588,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,1,0.9615,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,2,0.9594,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,3,0.9500,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,4,0.9412,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,5,0.9494,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,6,0.9535,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,7,0.1605,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,8,0.1835,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,9,0.1998,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,10,0.2224,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,20,0.4561,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,21,0.4744,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,22,0.4765,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,23,0.5070,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,24,0.5544,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,28,0.6992,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,29,0.7186,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,30,0.7534,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,31,0.7871,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,32,0.8149,0.2500
9,model_abstraction_and_breakdown,brainstorm,answer,36,0.7856,0.2500
9,model_abstraction_and_breakdown,graph,answer,0,0.6268,0.2500
9,model_abstraction_and_breakdown,graph,answer,1,0.9560,0.2500
9,model_abstraction_and_breakdown,graph,answer,2,0.9591,0.2500
9,model_abstraction_and_breakdown,graph,answer,3,0.9546,0.2500
9,model_abstraction_and_breakdown,graph,answer,4,0.9496,0.2500
9,model_abstraction_and_breakdown,graph,answer,5,0.9556,0.2500
9,model_abstraction_and_breakdown,graph,answer,6,0.9590,0.2500
9,model_abstraction_and_breakdown,graph,answer,7,0.9559,0.2500
9,model_abstraction_and_breakdown,graph,answer,8,0.9454,0.2500
9,model_abstraction_and_breakdown,graph,answer,9,0.9297,0.2500
9,model_abstraction_and_breakdown,graph,answer,10,0.9217,0.2500
9,model_abstraction_and_breakdown,graph,answer,20,0.8517,0.2500
9,model_abstraction_and_breakdown,graph,answer,21,0.8554,0.2500
9,model_abstraction_and_breakdown,graph,answer,22,0.8351,0.2500
9,model_abstraction_and_breakdown,graph,answer,23,0.8349,0.2500
9,model_abstraction_and_breakdown,graph,answer,24,0.8361,0.2500
9,model_abstraction_and_breakdown,graph,answer,28,0.8878,0.2500
9,model_abstraction_and_breakdown,graph,answer,29,0.8873,0.2500
9,model_abstraction_and_breakdown,graph,answer,30,0.9017,0.2500
9,model_abstraction_and_breakdown,graph,answer,31,0.9117,0.2500
9,model_abstraction_and_breakdown,graph,answer,32,0.9214,0.2500
9,model_abstraction_and_breakdown,graph,answer,36,0.8192,0.2500
10,hidden_variable_identification,graph,synthesis,0,0.6186,0.2500
10,hidden_variable_identification,graph,synthesis,1,0.9618,0.2500
10,hidden_variable_identification,graph,synthesis,2,0.9635,0.2500
10,hidden_variable_identification,graph,synthesis,3,0.9595,0.2500
10,hidden_variable_identification,graph,synthesis,4,0.9559,0.2500
10,hidden_variable_identification,graph,synthesis,5,0.9638,0.2500
10,hidden_variable_identification,graph,synthesis,6,0.9667,0.2500
10,hidden_variable_identification,graph,synthesis,7,0.9673,0.2500
10,hidden_variable_identification,graph,synthesis,8,0.9583,0.2500
10,hidden_variable_identification,graph,synthesis,9,0.9509,0.2500
10,hidden_variable_identification,graph,synthesis,10,0.9467,0.2500
10,hidden_variable_identification,graph,synthesis,20,0.9041,0.2500
10,hidden_variable_identification,graph,synthesis,21,0.9078,0.2500
10,hidden_variable_identification,graph,synthesis,22,0.8929,0.2500
10,hidden_variable_identification,graph,synthesis,23,0.8849,0.2500
10,hidden_variable_identification,graph,synthesis,24,0.8887,0.2500
10,hidden_variable_identification,graph,synthesis,28,0.9273,0.2500
10,hidden_variable_identification,graph,synthesis,29,0.9344,0.2500
10,hidden_variable_identification,graph,synthesis,30,0.9436,0.2500
10,hidden_variable_identification,graph,synthesis,31,0.9504,0.2500
10,hidden_variable_identification,graph,synthesis,32,0.9560,0.2500
10,hidden_variable_identification,graph,synthesis,36,0.7546,0.2500
10,hidden_variable_identification,patterns,synthesis,0,0.5250,0.2500
10,hidden_variable_identification,patterns,synthesis,1,0.9493,0.2500
10,hidden_variable_identification,patterns,synthesis,2,0.9540,0.2500
10,hidden_variable_identification,patterns,synthesis,3,0.9503,0.2500
10,hidden_variable_identification,patterns,synthesis,4,0.9406,0.2500
10,hidden_variable_identification,patterns,synthesis,5,0.9468,0.2500
10,hidden_variable_identification,patterns,synthesis,6,0.9528,0.2500
10,hidden_variable_identification,patterns,synthesis,7,0.9539,0.2500
10,hidden_variable_identification,patterns,synthesis,8,0.9452,0.2500
10,hidden_variable_identification,patterns,synthesis,9,0.9371,0.2500
10,hidden_variable_identification,patterns,synthesis,10,0.9323,0.2500
10,hidden_variable_identification,patterns,synthesis,20,0.8624,0.2500
10,hidden_variable_identification,patterns,synthesis,21,0.8655,0.2500
10,hidden_variable_identification,patterns,synthesis,22,0.8494,0.2500
10,hidden_variable_identification,patterns,synthesis,23,0.8406,0.2500
10,hidden_variable_identification,patterns,synthesis,24,0.8506,0.2500
10,hidden_variable_identification,patterns,synthesis,28,0.8957,0.2500
10,hidden_variable_identification,patterns,synthesis,29,0.9021,0.2500
10,hidden_variable_identification,patterns,synthesis,30,0.9166,0.2500
10,hidden_variable_identification,patterns,synthesis,31,0.9264,0.2500
10,hidden_variable_identification,patterns,synthesis,32,0.9354,0.2500
10,hidden_variable_identification,patterns,synthesis,36,0.5516,0.2500
10,hidden_variable_identification,synthesis,answer,0,0.5505,0.2500
10,hidden_variable_identification,synthesis,answer,1,0.9404,0.2500
10,hidden_variable_identification,synthesis,answer,2,0.9219,0.2500
10,hidden_variable_identification,synthesis,answer,3,0.9165,0.2500
10,hidden_variable_identification,synthesis,answer,4,0.9175,0.2500
10,hidden_variable_identification,synthesis,answer,5,0.9354,0.2500
10,hidden_variable_identification,synthesis,answer,6,0.9445,0.2500
10,hidden_variable_identification,synthesis,answer,7,0.9450,0.2500
10,hidden_variable_identification,synthesis,answer,8,0.9300,0.2500
10,hidden_variable_identification,synthesis,answer,9,0.9181,0.2500
10,hidden_variable_identification,synthesis,answer,10,0.9080,0.2500
10,hidden_variable_identification,synthesis,answer,20,0.8568,0.2500
10,hidden_variable_identification,synthesis,answer,21,0.8630,0.2500
10,hidden_variable_identification,synthesis,answer,22,0.8429,0.2500
10,hidden_variable_identification,synthesis,answer,23,0.8382,0.2500
10,hidden_variable_identification,synthesis,answer,24,0.8409,0.2500
10,hidden_variable_identification,synthesis,answer,28,0.8876,0.2500
10,hidden_variable_identification,synthesis,answer,29,0.8935,0.2500
10,hidden_variable_identification,synthesis,answer,30,0.9088,0.2500
10,hidden_variable_identification,synthesis,answer,31,0.9213,0.2500
10,hidden_variable_identification,synthesis,answer,32,0.9312,0.2500
10,hidden_variable_identification,synthesis,answer,36,0.7912,0.2500
10,hidden_variable_identification,brainstorm,answer,0,0.7720,0.2500
10,hidden_variable_identification,brainstorm,answer,1,0.9748,0.2500
10,hidden_variable_identification,brainstorm,answer,2,0.9680,0.2500
10,hidden_variable_identification,brainstorm,answer,3,0.9640,0.2500
10,hidden_variable_identification,brainstorm,answer,4,0.9618,0.2500
10,hidden_variable_identification,brainstorm,answer,5,0.9683,0.2500
10,hidden_variable_identification,brainstorm,answer,6,0.9702,0.2500
10,hidden_variable_identification,brainstorm,answer,7,0.1348,0.2500
10,hidden_variable_identification,brainstorm,answer,8,0.1524,0.2500
10,hidden_variable_identification,brainstorm,answer,9,0.1617,0.2500
10,hidden_variable_identification,brainstorm,answer,10,0.1836,0.2500
10,hidden_variable_identification,brainstorm,answer,20,0.4148,0.2500
10,hidden_variable_identification,brainstorm,answer,21,0.4453,0.2500
10,hidden_variable_identification,brainstorm,answer,22,0.4456,0.2500
10,hidden_variable_identification,brainstorm,answer,23,0.4792,0.2500
10,hidden_variable_identification,brainstorm,answer,24,0.5506,0.2500
10,hidden_variable_identification,brainstorm,answer,28,0.7269,0.2500
10,hidden_variable_identification,brainstorm,answer,29,0.7593,0.2500
10,hidden_variable_identification,brainstorm,answer,30,0.7932,0.2500
10,hidden_variable_identification,brainstorm,answer,31,0.8307,0.2500
10,hidden_variable_identification,brainstorm,answer,32,0.8563,0.2500
10,hidden_variable_identification,brainstorm,answer,36,0.8972,0.2500
10,hidden_variable_identification,graph,answer,0,0.5589,0.2500
10,hidden_variable_identification,graph,answer,1,0.9503,0.2500
10,hidden_variable_identification,graph,answer,2,0.9289,0.2500
10,hidden_variable_identification,graph,answer,3,0.9275,0.2500
10,hidden_variable_identification,graph,answer,4,0.9252,0.2500
10,hidden_variable_identification,graph,answer,5,0.9430,0.2500
10,hidden_variable_identification,graph,answer,6,0.9511,0.2500
10,hidden_variable_identification,graph,answer,7,0.9549,0.2500
10,hidden_variable_identification,graph,answer,8,0.9450,0.2500
10,hidden_variable_identification,graph,answer,9,0.9374,0.2500
10,hidden_variable_identification,graph,answer,10,0.9330,0.2500
10,hidden_variable_identification,graph,answer,20,0.9049,0.2500
10,hidden_variable_identification,graph,answer,21,0.9096,0.2500
10,hidden_variable_identification,graph,answer,22,0.8950,0.2500
10,hidden_variable_identification,graph,answer,23,0.8850,0.2500
10,hidden_variable_identification,graph,answer,24,0.8867,0.2500
10,hidden_variable_identification,graph,answer,28,0.9149,0.2500
10,hidden_variable_identification,graph,answer,29,0.9201,0.2500
10,hidden_variable_identification,graph,answer,30,0.9293,0.2500
10,hidden_variable_identification,graph,answer,31,0.9391,0.2500
10,hidden_variable_identification,graph,answer,32,0.9465,0.2500
10,hidden_variable_identification,graph,answer,36,0.7332,0.2500
11,tradeoff_and_non_monotonicity,graph,synthesis,0,0.3210,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,1,0.8558,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,2,0.8924,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,3,0.8417,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,4,0.8464,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,5,0.8883,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,6,0.9022,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,7,0.8938,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,8,0.8800,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,9,0.8709,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,10,0.8655,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,20,0.7707,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,21,0.8054,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,22,0.7701,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,23,0.7755,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,24,0.7662,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,28,0.8178,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,29,0.8280,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,30,0.8548,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,31,0.8724,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,32,0.8847,0.4000
11,tradeoff_and_non_monotonicity,graph,synthesis,36,0.6147,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,0,0.3126,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,1,0.8645,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,2,0.8993,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,3,0.8466,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,4,0.8468,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,5,0.8880,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,6,0.9040,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,7,0.8949,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,8,0.8812,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,9,0.8697,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,10,0.8615,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,20,0.7580,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,21,0.7930,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,22,0.7573,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,23,0.7584,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,24,0.7437,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,28,0.8007,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,29,0.8107,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,30,0.8396,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,31,0.8605,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,32,0.8728,0.4000
11,tradeoff_and_non_monotonicity,patterns,synthesis,36,0.6157,0.4000
12,hidden_variable_identification,graph,synthesis,0,0.4976,0.6000
12,hidden_variable_identification,graph,synthesis,1,0.9374,0.6000
12,hidden_variable_identification,graph,synthesis,2,0.9263,0.6000
12,hidden_variable_identification,graph,synthesis,3,0.9182,0.6000
12,hidden_variable_identification,graph,synthesis,4,0.9264,0.6000
12,hidden_variable_identification,graph,synthesis,5,0.9406,0.6000
12,hidden_variable_identification,graph,synthesis,6,0.9512,0.6000
12,hidden_variable_identification,graph,synthesis,7,0.9519,0.6000
12,hidden_variable_identification,graph,synthesis,8,0.9369,0.6000
12,hidden_variable_identification,graph,synthesis,9,0.9286,0.6000
12,hidden_variable_identification,graph,synthesis,10,0.9265,0.6000
12,hidden_variable_identification,graph,synthesis,20,0.8706,0.6000
12,hidden_variable_identification,graph,synthesis,21,0.8814,0.6000
12,hidden_variable_identification,graph,synthesis,22,0.8625,0.6000
12,hidden_variable_identification,graph,synthesis,23,0.8583,0.6000
12,hidden_variable_identification,graph,synthesis,24,0.8618,0.6000
12,hidden_variable_identification,graph,synthesis,28,0.9183,0.6000
12,hidden_variable_identification,graph,synthesis,29,0.9241,0.6000
12,hidden_variable_identification,graph,synthesis,30,0.9376,0.6000
12,hidden_variable_identification,graph,synthesis,31,0.9471,0.6000
12,hidden_variable_identification,graph,synthesis,32,0.9549,0.6000
12,hidden_variable_identification,graph,synthesis,36,0.8659,0.6000
12,hidden_variable_identification,patterns,synthesis,0,0.5693,0.6000
12,hidden_variable_identification,patterns,synthesis,1,0.9372,0.6000
12,hidden_variable_identification,patterns,synthesis,2,0.9294,0.6000
12,hidden_variable_identification,patterns,synthesis,3,0.9218,0.6000
12,hidden_variable_identification,patterns,synthesis,4,0.9226,0.6000
12,hidden_variable_identification,patterns,synthesis,5,0.9417,0.6000
12,hidden_variable_identification,patterns,synthesis,6,0.9487,0.6000
12,hidden_variable_identification,patterns,synthesis,7,0.9460,0.6000
12,hidden_variable_identification,patterns,synthesis,8,0.9319,0.6000
12,hidden_variable_identification,patterns,synthesis,9,0.9196,0.6000
12,hidden_variable_identification,patterns,synthesis,10,0.9172,0.6000
12,hidden_variable_identification,patterns,synthesis,20,0.8542,0.6000
12,hidden_variable_identification,patterns,synthesis,21,0.8645,0.6000
12,hidden_variable_identification,patterns,synthesis,22,0.8454,0.6000
12,hidden_variable_identification,patterns,synthesis,23,0.8368,0.6000
12,hidden_variable_identification,patterns,synthesis,24,0.8362,0.6000
12,hidden_variable_identification,patterns,synthesis,28,0.8933,0.6000
12,hidden_variable_identification,patterns,synthesis,29,0.8972,0.6000
12,hidden_variable_identification,patterns,synthesis,30,0.9129,0.6000
12,hidden_variable_identification,patterns,synthesis,31,0.9282,0.6000
12,hidden_variable_identification,patterns,synthesis,32,0.9395,0.6000
12,hidden_variable_identification,patterns,synthesis,36,0.9029,0.6000
13,hidden_variable_identification,graph,synthesis,0,0.7376,0.5455
13,hidden_variable_identification,graph,synthesis,1,0.9681,0.5455
13,hidden_variable_identification,graph,synthesis,2,0.9677,0.5455
13,hidden_variable_identification,graph,synthesis,3,0.9599,0.5455
13,hidden_variable_identification,graph,synthesis,4,0.9537,0.5455
13,hidden_variable_identification,graph,synthesis,5,0.9597,0.5455
13,hidden_variable_identification,graph,synthesis,6,0.9655,0.5455
13,hidden_variable_identification,graph,synthesis,7,0.9647,0.5455
13,hidden_variable_identification,graph,synthesis,8,0.9544,0.5455
13,hidden_variable_identification,graph,synthesis,9,0.9462,0.5455
13,hidden_variable_identification,graph,synthesis,10,0.9421,0.5455
13,hidden_variable_identification,graph,synthesis,20,0.8746,0.5455
13,hidden_variable_identification,graph,synthesis,21,0.8778,0.5455
13,hidden_variable_identification,graph,synthesis,22,0.8629,0.5455
13,hidden_variable_identification,graph,synthesis,23,0.8512,0.5455
13,hidden_variable_identification,graph,synthesis,24,0.8613,0.5455
13,hidden_variable_identification,graph,synthesis,28,0.9123,0.5455
13,hidden_variable_identification,graph,synthesis,29,0.9206,0.5455
