id,question_type,layer,stage,reasoning_answer_cosine_distance,reasoning_answer_cosine_similarity
16,model_abstraction_and_breakdown,12,graph,0.005887,0.994113
16,model_abstraction_and_breakdown,13,graph,0.00607,0.99393
16,model_abstraction_and_breakdown,14,graph,0.006591,0.993409
16,model_abstraction_and_breakdown,15,graph,0.00711,0.99289
16,model_abstraction_and_breakdown,16,graph,0.007724,0.992276
16,model_abstraction_and_breakdown,17,graph,0.008466,0.991534
16,model_abstraction_and_breakdown,18,graph,0.009957,0.990043
16,model_abstraction_and_breakdown,19,graph,0.011837,0.988163
16,model_abstraction_and_breakdown,20,graph,0.015118,0.984882
16,model_abstraction_and_breakdown,21,graph,0.016814,0.983186
16,model_abstraction_and_breakdown,22,graph,0.019089,0.980911
16,model_abstraction_and_breakdown,23,graph,0.02117,0.97883
16,model_abstraction_and_breakdown,24,graph,0.024983,0.975017
16,model_abstraction_and_breakdown,25,graph,0.022807,0.977193
16,model_abstraction_and_breakdown,26,graph,0.023336,0.976664
16,model_abstraction_and_breakdown,27,graph,0.024389,0.975611
16,model_abstraction_and_breakdown,28,graph,0.025776,0.974224
16,model_abstraction_and_breakdown,29,graph,0.026723,0.973277
16,model_abstraction_and_breakdown,30,graph,0.026287,0.973713
16,model_abstraction_and_breakdown,31,graph,0.024929,0.975071
16,model_abstraction_and_breakdown,32,graph,0.022301,0.977699
16,model_abstraction_and_breakdown,33,graph,0.020625,0.979375
16,model_abstraction_and_breakdown,34,graph,0.016867,0.983133
16,model_abstraction_and_breakdown,35,graph,0.010114,0.989886
16,model_abstraction_and_breakdown,36,graph,0.063174,0.936826
16,model_abstraction_and_breakdown,0,patterns,0.191174,0.808826
16,model_abstraction_and_breakdown,1,patterns,0.020288,0.979712
16,model_abstraction_and_breakdown,2,patterns,0.022525,0.977475
16,model_abstraction_and_breakdown,3,patterns,0.026071,0.973929
16,model_abstraction_and_breakdown,4,patterns,0.030333,0.969667
16,model_abstraction_and_breakdown,5,patterns,0.025942,0.974058
16,model_abstraction_and_breakdown,6,patterns,0.022365,0.977635
16,model_abstraction_and_breakdown,7,patterns,0.001984,0.998016
16,model_abstraction_and_breakdown,8,patterns,0.00279,0.99721
16,model_abstraction_and_breakdown,9,patterns,0.003693,0.996307
16,model_abstraction_and_breakdown,10,patterns,0.004464,0.995536
16,model_abstraction_and_breakdown,11,patterns,0.005285,0.994715
16,model_abstraction_and_breakdown,12,patterns,0.00691,0.99309
16,model_abstraction_and_breakdown,13,patterns,0.007429,0.992571
16,model_abstraction_and_breakdown,14,patterns,0.008127,0.991873
16,model_abstraction_and_breakdown,15,patterns,0.008978,0.991022
16,model_abstraction_and_breakdown,16,patterns,0.009657,0.990343
16,model_abstraction_and_breakdown,17,patterns,0.010563,0.989437
16,model_abstraction_and_breakdown,18,patterns,0.01236,0.98764
16,model_abstraction_and_breakdown,19,patterns,0.014431,0.985569
16,model_abstraction_and_breakdown,20,patterns,0.018263,0.981737
16,model_abstraction_and_breakdown,21,patterns,0.020225,0.979775
16,model_abstraction_and_breakdown,22,patterns,0.022988,0.977012
16,model_abstraction_and_breakdown,23,patterns,0.02844,0.97156
16,model_abstraction_and_breakdown,24,patterns,0.032122,0.967878
16,model_abstraction_and_breakdown,25,patterns,0.030536,0.969464
16,model_abstraction_and_breakdown,26,patterns,0.031971,0.968029
16,model_abstraction_and_breakdown,27,patterns,0.033018,0.966982
16,model_abstraction_and_breakdown,28,patterns,0.035942,0.964058
16,model_abstraction_and_breakdown,29,patterns,0.036507,0.963493
16,model_abstraction_and_breakdown,30,patterns,0.033657,0.966343
16,model_abstraction_and_breakdown,31,patterns,0.033495,0.966505
16,model_abstraction_and_breakdown,32,patterns,0.029496,0.970504
16,model_abstraction_and_breakdown,33,patterns,0.028111,0.971889
16,model_abstraction_and_breakdown,34,patterns,0.023538,0.976462
16,model_abstraction_and_breakdown,35,patterns,0.014919,0.985081
16,model_abstraction_and_breakdown,36,patterns,0.13919,0.86081
16,model_abstraction_and_breakdown,0,synthesis,0.073408,0.926592
16,model_abstraction_and_breakdown,1,synthesis,0.006982,0.993018
16,model_abstraction_and_breakdown,2,synthesis,0.010851,0.989149
16,model_abstraction_and_breakdown,3,synthesis,0.015244,0.984756
16,model_abstraction_and_breakdown,4,synthesis,0.022252,0.977748
16,model_abstraction_and_breakdown,5,synthesis,0.019813,0.980187
16,model_abstraction_and_breakdown,6,synthesis,0.016932,0.983068
16,model_abstraction_and_breakdown,7,synthesis,0.001568,0.998432
16,model_abstraction_and_breakdown,8,synthesis,0.002691,0.997309
16,model_abstraction_and_breakdown,9,synthesis,0.003565,0.996435
16,model_abstraction_and_breakdown,10,synthesis,0.004232,0.995768
16,model_abstraction_and_breakdown,11,synthesis,0.004949,0.995051
16,model_abstraction_and_breakdown,12,synthesis,0.006157,0.993843
16,model_abstraction_and_breakdown,13,synthesis,0.006409,0.993591
16,model_abstraction_and_breakdown,14,synthesis,0.007226,0.992774
16,model_abstraction_and_breakdown,15,synthesis,0.008156,0.991844
16,model_abstraction_and_breakdown,16,synthesis,0.008745,0.991255
16,model_abstraction_and_breakdown,17,synthesis,0.009673,0.990327
16,model_abstraction_and_breakdown,18,synthesis,0.011754,0.988246
16,model_abstraction_and_breakdown,19,synthesis,0.013734,0.986266
16,model_abstraction_and_breakdown,20,synthesis,0.017911,0.982089
16,model_abstraction_and_breakdown,21,synthesis,0.020838,0.979162
16,model_abstraction_and_breakdown,22,synthesis,0.02675,0.97325
16,model_abstraction_and_breakdown,23,synthesis,0.034337,0.965663
16,model_abstraction_and_breakdown,24,synthesis,0.040393,0.959607
16,model_abstraction_and_breakdown,25,synthesis,0.034732,0.965268
16,model_abstraction_and_breakdown,26,synthesis,0.036456,0.963544
16,model_abstraction_and_breakdown,27,synthesis,0.040493,0.959507
16,model_abstraction_and_breakdown,28,synthesis,0.042944,0.957056
16,model_abstraction_and_breakdown,29,synthesis,0.043083,0.956917
16,model_abstraction_and_breakdown,30,synthesis,0.036974,0.963026
16,model_abstraction_and_breakdown,31,synthesis,0.034942,0.965058
16,model_abstraction_and_breakdown,32,synthesis,0.030428,0.969572
16,model_abstraction_and_breakdown,33,synthesis,0.028408,0.971592
16,model_abstraction_and_breakdown,34,synthesis,0.025037,0.974963
16,model_abstraction_and_breakdown,35,synthesis,0.01569,0.98431
16,model_abstraction_and_breakdown,36,synthesis,0.125781,0.874219
16,model_abstraction_and_breakdown,0,reasoning,0.101091,0.898909
16,model_abstraction_and_breakdown,1,reasoning,0.009991,0.990009
16,model_abstraction_and_breakdown,2,reasoning,0.012845,0.987155
16,model_abstraction_and_breakdown,3,reasoning,0.014647,0.985353
16,model_abstraction_and_breakdown,4,reasoning,0.016689,0.983311
16,model_abstraction_and_breakdown,5,reasoning,0.014893,0.985107
16,model_abstraction_and_breakdown,6,reasoning,0.012599,0.987401
16,model_abstraction_and_breakdown,7,reasoning,0.001209,0.998791
16,model_abstraction_and_breakdown,8,reasoning,0.001764,0.998236
16,model_abstraction_and_breakdown,9,reasoning,0.002402,0.997598
16,model_abstraction_and_breakdown,10,reasoning,0.002926,0.997074
16,model_abstraction_and_breakdown,11,reasoning,0.003401,0.996599
16,model_abstraction_and_breakdown,12,reasoning,0.004603,0.995397
16,model_abstraction_and_breakdown,13,reasoning,0.004776,0.995224
16,model_abstraction_and_breakdown,14,reasoning,0.005168,0.994832
16,model_abstraction_and_breakdown,15,reasoning,0.005571,0.994429
16,model_abstraction_and_breakdown,16,reasoning,0.005891,0.994109
16,model_abstraction_and_breakdown,17,reasoning,0.006471,0.993529
16,model_abstraction_and_breakdown,18,reasoning,0.007494,0.992506
16,model_abstraction_and_breakdown,19,reasoning,0.008677,0.991323
16,model_abstraction_and_breakdown,20,reasoning,0.01123,0.98877
16,model_abstraction_and_breakdown,21,reasoning,0.012264,0.987736
16,model_abstraction_and_breakdown,22,reasoning,0.014471,0.985529
16,model_abstraction_and_breakdown,23,reasoning,0.01797,0.98203
16,model_abstraction_and_breakdown,24,reasoning,0.020547,0.979453
16,model_abstraction_and_breakdown,25,reasoning,0.020631,0.979369
16,model_abstraction_and_breakdown,26,reasoning,0.02132,0.97868
16,model_abstraction_and_breakdown,27,reasoning,0.022948,0.977052
16,model_abstraction_and_breakdown,28,reasoning,0.024983,0.975017
16,model_abstraction_and_breakdown,29,reasoning,0.025725,0.974275
16,model_abstraction_and_breakdown,30,reasoning,0.023691,0.976309
16,model_abstraction_and_breakdown,31,reasoning,0.023156,0.976844
16,model_abstraction_and_breakdown,32,reasoning,0.020204,0.979796
16,model_abstraction_and_breakdown,33,reasoning,0.018933,0.981067
16,model_abstraction_and_breakdown,34,reasoning,0.015594,0.984406
16,model_abstraction_and_breakdown,35,reasoning,0.009772,0.990228
16,model_abstraction_and_breakdown,36,reasoning,0.079405,0.920595
17,hidden_variable_identification,0,brainstorm,0.105339,0.894661
17,hidden_variable_identification,1,brainstorm,0.007911,0.992089
17,hidden_variable_identification,2,brainstorm,0.007814,0.992186
17,hidden_variable_identification,3,brainstorm,0.010748,0.989252
17,hidden_variable_identification,4,brainstorm,0.015139,0.984861
17,hidden_variable_identification,5,brainstorm,0.013952,0.986048
17,hidden_variable_identification,6,brainstorm,0.01241,0.98759
17,hidden_variable_identification,7,brainstorm,0.00111,0.99889
17,hidden_variable_identification,8,brainstorm,0.001849,0.998151
17,hidden_variable_identification,9,brainstorm,0.002323,0.997677
17,hidden_variable_identification,10,brainstorm,0.002696,0.997304
17,hidden_variable_identification,11,brainstorm,0.003131,0.996869
17,hidden_variable_identification,12,brainstorm,0.003531,0.996469
17,hidden_variable_identification,13,brainstorm,0.003886,0.996114
17,hidden_variable_identification,14,brainstorm,0.004498,0.995502
17,hidden_variable_identification,15,brainstorm,0.005144,0.994856
17,hidden_variable_identification,16,brainstorm,0.005657,0.994343
17,hidden_variable_identification,17,brainstorm,0.006105,0.993895
17,hidden_variable_identification,18,brainstorm,0.007727,0.992273
17,hidden_variable_identification,19,brainstorm,0.009424,0.990576
17,hidden_variable_identification,20,brainstorm,0.012836,0.987164
17,hidden_variable_identification,21,brainstorm,0.015304,0.984696
17,hidden_variable_identification,22,brainstorm,0.020049,0.979951
17,hidden_variable_identification,23,brainstorm,0.027385,0.972615
17,hidden_variable_identification,24,brainstorm,0.033198,0.966802
17,hidden_variable_identification,25,brainstorm,0.028472,0.971528
17,hidden_variable_identification,26,brainstorm,0.029797,0.970203
17,hidden_variable_identification,27,brainstorm,0.031262,0.968738
17,hidden_variable_identification,28,brainstorm,0.032314,0.967686
17,hidden_variable_identification,29,brainstorm,0.031403,0.968597
17,hidden_variable_identification,30,brainstorm,0.02602,0.97398
17,hidden_variable_identification,31,brainstorm,0.024275,0.975725
17,hidden_variable_identification,32,brainstorm,0.021538,0.978462
17,hidden_variable_identification,33,brainstorm,0.020684,0.979316
17,hidden_variable_identification,34,brainstorm,0.018626,0.981374
17,hidden_variable_identification,35,brainstorm,0.012382,0.987618
17,hidden_variable_identification,36,brainstorm,0.10468,0.89532
17,hidden_variable_identification,0,graph,0.179245,0.820755
17,hidden_variable_identification,1,graph,0.014217,0.985783
17,hidden_variable_identification,2,graph,0.012682,0.987318
17,hidden_variable_identification,3,graph,0.014785,0.985215
17,hidden_variable_identification,4,graph,0.019112,0.980888
17,hidden_variable_identification,5,graph,0.01636,0.98364
17,hidden_variable_identification,6,graph,0.014405,0.985595
17,hidden_variable_identification,7,graph,0.00138,0.99862
17,hidden_variable_identification,8,graph,0.00184,0.99816
17,hidden_variable_identification,9,graph,0.002645,0.997355
17,hidden_variable_identification,10,graph,0.003429,0.996571
17,hidden_variable_identification,11,graph,0.004016,0.995984
17,hidden_variable_identification,12,graph,0.004766,0.995234
17,hidden_variable_identification,13,graph,0.005178,0.994822
17,hidden_variable_identification,14,graph,0.005762,0.994238
17,hidden_variable_identification,15,graph,0.006257,0.993743
17,hidden_variable_identification,16,graph,0.00711,0.99289
17,hidden_variable_identification,17,graph,0.007573,0.992427
17,hidden_variable_identification,18,graph,0.0095,0.9905
17,hidden_variable_identification,19,graph,0.012072,0.987928
17,hidden_variable_identification,20,graph,0.016044,0.983956
17,hidden_variable_identification,21,graph,0.018165,0.981835
17,hidden_variable_identification,22,graph,0.021172,0.978828
17,hidden_variable_identification,23,graph,0.026408,0.973592
17,hidden_variable_identification,24,graph,0.030544,0.969456
17,hidden_variable_identification,25,graph,0.028767,0.971233
17,hidden_variable_identification,26,graph,0.0288,0.9712
17,hidden_variable_identification,27,graph,0.029481,0.970519
17,hidden_variable_identification,28,graph,0.031993,0.968007
17,hidden_variable_identification,29,graph,0.032054,0.967946
17,hidden_variable_identification,30,graph,0.030135,0.969865
17,hidden_variable_identification,31,graph,0.029189,0.970811
17,hidden_variable_identification,32,graph,0.027004,0.972996
17,hidden_variable_identification,33,graph,0.025531,0.974469
17,hidden_variable_identification,34,graph,0.021376,0.978624
17,hidden_variable_identification,35,graph,0.013463,0.986537
17,hidden_variable_identification,36,graph,0.161208,0.838792
17,hidden_variable_identification,0,patterns,0.174968,0.825032
17,hidden_variable_identification,1,patterns,0.015394,0.984606
17,hidden_variable_identification,2,patterns,0.012553,0.987447
17,hidden_variable_identification,3,patterns,0.014362,0.985638
17,hidden_variable_identification,4,patterns,0.01777,0.98223
17,hidden_variable_identification,5,patterns,0.016198,0.983802
17,hidden_variable_identification,6,patterns,0.014548,0.985452
17,hidden_variable_identification,7,patterns,0.001377,0.998623
17,hidden_variable_identification,8,patterns,0.001896,0.998104
17,hidden_variable_identification,9,patterns,0.00278,0.99722
17,hidden_variable_identification,10,patterns,0.003524,0.996476
17,hidden_variable_identification,11,patterns,0.00409,0.99591
17,hidden_variable_identification,12,patterns,0.004954,0.995046
17,hidden_variable_identification,13,patterns,0.005291,0.994709
17,hidden_variable_identification,14,patterns,0.005911,0.994089
17,hidden_variable_identification,15,patterns,0.006433,0.993567
17,hidden_variable_identification,16,patterns,0.007256,0.992744
17,hidden_variable_identification,17,patterns,0.007965,0.992035
17,hidden_variable_identification,18,patterns,0.010112,0.989888
17,hidden_variable_identification,19,patterns,0.012915,0.987085
17,hidden_variable_identification,20,patterns,0.017461,0.982539
17,hidden_variable_identification,21,patterns,0.019547,0.980453
17,hidden_variable_identification,22,patterns,0.022807,0.977193
17,hidden_variable_identification,23,patterns,0.026783,0.973217
17,hidden_variable_identification,24,patterns,0.031477,0.968523
17,hidden_variable_identification,25,patterns,0.029598,0.970402
17,hidden_variable_identification,26,patterns,0.030589,0.969411
17,hidden_variable_identification,27,patterns,0.0323,0.9677
17,hidden_variable_identification,28,patterns,0.034733,0.965267
17,hidden_variable_identification,29,patterns,0.035298,0.964702
17,hidden_variable_identification,30,patterns,0.035053,0.964947
17,hidden_variable_identification,31,patterns,0.033629,0.966371
17,hidden_variable_identification,32,patterns,0.030691,0.969309
17,hidden_variable_identification,33,patterns,0.028668,0.971332
17,hidden_variable_identification,34,patterns,0.023851,0.976149
17,hidden_variable_identification,35,patterns,0.015095,0.984905
17,hidden_variable_identification,36,patterns,0.119461,0.880539
17,hidden_variable_identification,0,synthesis,0.124112,0.875888
17,hidden_variable_identification,1,synthesis,0.014792,0.985208
17,hidden_variable_identification,2,synthesis,0.014431,0.985569
17,hidden_variable_identification,3,synthesis,0.016447,0.983553
17,hidden_variable_identification,4,synthesis,0.01828,0.98172
17,hidden_variable_identification,5,synthesis,0.016339,0.983661
17,hidden_variable_identification,6,synthesis,0.014954,0.985046
17,hidden_variable_identification,7,synthesis,0.001448,0.998552
17,hidden_variable_identification,8,synthesis,0.002046,0.997954
17,hidden_variable_identification,9,synthesis,0.002769,0.997231
17,hidden_variable_identification,10,synthesis,0.003365,0.996635
17,hidden_variable_identification,11,synthesis,0.003779,0.996221
17,hidden_variable_identification,12,synthesis,0.004723,0.995277
17,hidden_variable_identification,13,synthesis,0.005054,0.994946
17,hidden_variable_identification,14,synthesis,0.005726,0.994274
17,hidden_variable_identification,15,synthesis,0.00603,0.99397
17,hidden_variable_identification,16,synthesis,0.006782,0.993218
17,hidden_variable_identification,17,synthesis,0.007176,0.992824
17,hidden_variable_identification,18,synthesis,0.00859,0.99141
17,hidden_variable_identification,19,synthesis,0.010416,0.989584
17,hidden_variable_identification,20,synthesis,0.012817,0.987183
17,hidden_variable_identification,21,synthesis,0.014018,0.985982
17,hidden_variable_identification,22,synthesis,0.015929,0.984071
17,hidden_variable_identification,23,synthesis,0.018831,0.981169
17,hidden_variable_identification,24,synthesis,0.022766,0.977234
17,hidden_variable_identification,25,synthesis,0.021968,0.978032
17,hidden_variable_identification,26,synthesis,0.023694,0.976306
17,hidden_variable_identification,27,synthesis,0.024519,0.975481
17,hidden_variable_identification,28,synthesis,0.026513,0.973487
17,hidden_variable_identification,29,synthesis,0.028116,0.971884
17,hidden_variable_identification,30,synthesis,0.026356,0.973644
17,hidden_variable_identification,31,synthesis,0.024794,0.975206
17,hidden_variable_identification,32,synthesis,0.023003,0.976997
17,hidden_variable_identification,33,synthesis,0.021735,0.978265
17,hidden_variable_identification,34,synthesis,0.018273,0.981727
17,hidden_variable_identification,35,synthesis,0.011488,0.988512
17,hidden_variable_identification,36,synthesis,0.077472,0.922528
17,hidden_variable_identification,0,reasoning,0.165885,0.834115
17,hidden_variable_identification,1,reasoning,0.012035,0.987965
17,hidden_variable_identification,2,reasoning,0.012057,0.987943
17,hidden_variable_identification,3,reasoning,0.014991,0.985009
17,hidden_variable_identification,4,reasoning,0.016707,0.983293
17,hidden_variable_identification,5,reasoning,0.013287,0.986713
17,hidden_variable_identification,6,reasoning,0.011331,0.988669
17,hidden_variable_identification,7,reasoning,0.001046,0.998954
17,hidden_variable_identification,8,reasoning,0.001432,0.998568
17,hidden_variable_identification,9,reasoning,0.001921,0.998079
17,hidden_variable_identification,10,reasoning,0.002325,0.997675
17,hidden_variable_identification,11,reasoning,0.002636,0.997364
17,hidden_variable_identification,12,reasoning,0.003159,0.996841
17,hidden_variable_identification,13,reasoning,0.003417,0.996583
17,hidden_variable_identification,14,reasoning,0.00393,0.99607
17,hidden_variable_identification,15,reasoning,0.004419,0.995581
17,hidden_variable_identification,16,reasoning,0.005171,0.994829
17,hidden_variable_identification,17,reasoning,0.005562,0.994438
17,hidden_variable_identification,18,reasoning,0.007154,0.992846
17,hidden_variable_identification,19,reasoning,0.009212,0.990788
17,hidden_variable_identification,20,reasoning,0.012825,0.987175
17,hidden_variable_identification,21,reasoning,0.014386,0.985614
17,hidden_variable_identification,22,reasoning,0.016681,0.983319
17,hidden_variable_identification,23,reasoning,0.020669,0.979331
17,hidden_variable_identification,24,reasoning,0.023403,0.976597
17,hidden_variable_identification,25,reasoning,0.021482,0.978518
17,hidden_variable_identification,26,reasoning,0.021974,0.978026
17,hidden_variable_identification,27,reasoning,0.02165,0.97835
17,hidden_variable_identification,28,reasoning,0.022556,0.977444
17,hidden_variable_identification,29,reasoning,0.022579,0.977421
17,hidden_variable_identification,30,reasoning,0.020765,0.979235
17,hidden_variable_identification,31,reasoning,0.020493,0.979507
17,hidden_variable_identification,32,reasoning,0.0188,0.9812
17,hidden_variable_identification,33,reasoning,0.018336,0.981664
17,hidden_variable_identification,34,reasoning,0.015803,0.984197
17,hidden_variable_identification,35,reasoning,0.010341,0.989659
17,hidden_variable_identification,36,reasoning,0.132214,0.867786
18,hidden_variable_identification,0,brainstorm,0.078606,0.921394
18,hidden_variable_identification,1,brainstorm,0.010724,0.989276
18,hidden_variable_identification,2,brainstorm,0.010145,0.989855
18,hidden_variable_identification,3,brainstorm,0.011131,0.988869
18,hidden_variable_identification,4,brainstorm,0.012594,0.987406
18,hidden_variable_identification,5,brainstorm,0.011669,0.988331
18,hidden_variable_identification,6,brainstorm,0.01055,0.98945
18,hidden_variable_identification,7,brainstorm,0.000971,0.999029
18,hidden_variable_identification,8,brainstorm,0.001345,0.998655
18,hidden_variable_identification,9,brainstorm,0.00185,0.99815
18,hidden_variable_identification,10,brainstorm,0.002279,0.997721
18,hidden_variable_identification,11,brainstorm,0.002619,0.997381
18,hidden_variable_identification,12,brainstorm,0.003224,0.996776
18,hidden_variable_identification,13,brainstorm,0.003549,0.996451
18,hidden_variable_identification,14,brainstorm,0.003911,0.996089
18,hidden_variable_identification,15,brainstorm,0.00422,0.99578
18,hidden_variable_identification,16,brainstorm,0.004877,0.995123
18,hidden_variable_identification,17,brainstorm,0.005323,0.994677
18,hidden_variable_identification,18,brainstorm,0.00651,0.99349
18,hidden_variable_identification,19,brainstorm,0.007726,0.992274
18,hidden_variable_identification,20,brainstorm,0.010245,0.989755
18,hidden_variable_identification,21,brainstorm,0.011336,0.988664
18,hidden_variable_identification,22,brainstorm,0.013381,0.986619
18,hidden_variable_identification,23,brainstorm,0.016454,0.983546
18,hidden_variable_identification,24,brainstorm,0.020119,0.979881
18,hidden_variable_identification,25,brainstorm,0.01894,0.98106
18,hidden_variable_identification,26,brainstorm,0.020184,0.979816
18,hidden_variable_identification,27,brainstorm,0.021498,0.978502
18,hidden_variable_identification,28,brainstorm,0.023579,0.976421
18,hidden_variable_identification,29,brainstorm,0.024119,0.975881
18,hidden_variable_identification,30,brainstorm,0.022137,0.977863
18,hidden_variable_identification,31,brainstorm,0.021156,0.978844
18,hidden_variable_identification,32,brainstorm,0.01866,0.98134
18,hidden_variable_identification,33,brainstorm,0.017502,0.982498
18,hidden_variable_identification,34,brainstorm,0.014319,0.985681
18,hidden_variable_identification,35,brainstorm,0.008662,0.991338
18,hidden_variable_identification,36,brainstorm,0.066047,0.933953
18,hidden_variable_identification,0,graph,0.116464,0.883536
18,hidden_variable_identification,1,graph,0.011561,0.988439
18,hidden_variable_identification,2,graph,0.012453,0.987547
18,hidden_variable_identification,3,graph,0.015294,0.984706
18,hidden_variable_identification,4,graph,0.017081,0.982919
18,hidden_variable_identification,5,graph,0.015098,0.984902
18,hidden_variable_identification,6,graph,0.013402,0.986598
18,hidden_variable_identification,7,graph,0.001258,0.998742
18,hidden_variable_identification,8,graph,0.001789,0.998211
18,hidden_variable_identification,9,graph,0.002568,0.997432
18,hidden_variable_identification,10,graph,0.00304,0.99696
18,hidden_variable_identification,11,graph,0.003528,0.996472
18,hidden_variable_identification,12,graph,0.004365,0.995635
18,hidden_variable_identification,13,graph,0.004745,0.995255
18,hidden_variable_identification,14,graph,0.005272,0.994728
18,hidden_variable_identification,15,graph,0.005713,0.994287
18,hidden_variable_identification,16,graph,0.006549,0.993451
18,hidden_variable_identification,17,graph,0.00721,0.99279
18,hidden_variable_identification,18,graph,0.009023,0.990977
18,hidden_variable_identification,19,graph,0.010775,0.989225
18,hidden_variable_identification,20,graph,0.014563,0.985437
18,hidden_variable_identification,21,graph,0.016282,0.983718
18,hidden_variable_identification,22,graph,0.019567,0.980433
18,hidden_variable_identification,23,graph,0.024924,0.975076
18,hidden_variable_identification,24,graph,0.030036,0.969964
18,hidden_variable_identification,25,graph,0.027682,0.972318
18,hidden_variable_identification,26,graph,0.028723,0.971277
18,hidden_variable_identification,27,graph,0.028996,0.971004
18,hidden_variable_identification,28,graph,0.031506,0.968494
18,hidden_variable_identification,29,graph,0.032737,0.967263
18,hidden_variable_identification,30,graph,0.02913,0.97087
18,hidden_variable_identification,31,graph,0.027948,0.972052
18,hidden_variable_identification,32,graph,0.024944,0.975056
18,hidden_variable_identification,33,graph,0.02372,0.97628
18,hidden_variable_identification,34,graph,0.019446,0.980554
18,hidden_variable_identification,35,graph,0.011519,0.988481
18,hidden_variable_identification,36,graph,0.124319,0.875681
18,hidden_variable_identification,0,patterns,0.111556,0.888444
18,hidden_variable_identification,1,patterns,0.011398,0.988602
18,hidden_variable_identification,2,patterns,0.012325,0.987675
18,hidden_variable_identification,3,patterns,0.015318,0.984682
18,hidden_variable_identification,4,patterns,0.01838,0.98162
18,hidden_variable_identification,5,patterns,0.015967,0.984033
18,hidden_variable_identification,6,patterns,0.013783,0.986217
18,hidden_variable_identification,7,patterns,0.001271,0.998729
18,hidden_variable_identification,8,patterns,0.001805,0.998195
18,hidden_variable_identification,9,patterns,0.002539,0.997461
18,hidden_variable_identification,10,patterns,0.002919,0.997081
18,hidden_variable_identification,11,patterns,0.003342,0.996658
18,hidden_variable_identification,12,patterns,0.004158,0.995842
18,hidden_variable_identification,13,patterns,0.004536,0.995464
18,hidden_variable_identification,14,patterns,0.005076,0.994924
18,hidden_variable_identification,15,patterns,0.005566,0.994434
18,hidden_variable_identification,16,patterns,0.006382,0.993618
18,hidden_variable_identification,17,patterns,0.007174,0.992826
18,hidden_variable_identification,18,patterns,0.008983,0.991017
18,hidden_variable_identification,19,patterns,0.010683,0.989317
18,hidden_variable_identification,20,patterns,0.014552,0.985448
18,hidden_variable_identification,21,patterns,0.015903,0.984097
18,hidden_variable_identification,22,patterns,0.019033,0.980967
18,hidden_variable_identification,23,patterns,0.024567,0.975433
18,hidden_variable_identification,24,patterns,0.02909,0.97091
18,hidden_variable_identification,25,patterns,0.027573,0.972427
18,hidden_variable_identification,26,patterns,0.028341,0.971659
18,hidden_variable_identification,27,patterns,0.029591,0.970409
18,hidden_variable_identification,28,patterns,0.032228,0.967772
18,hidden_variable_identification,29,patterns,0.033307,0.966693
18,hidden_variable_identification,30,patterns,0.030078,0.969922
18,hidden_variable_identification,31,patterns,0.028846,0.971154
18,hidden_variable_identification,32,patterns,0.025573,0.974427
18,hidden_variable_identification,33,patterns,0.024197,0.975803
18,hidden_variable_identification,34,patterns,0.020163,0.979837
18,hidden_variable_identification,35,patterns,0.012162,0.987838
18,hidden_variable_identification,36,patterns,0.135477,0.864523
18,hidden_variable_identification,0,synthesis,0.090794,0.909206
18,hidden_variable_identification,1,synthesis,0.00899,0.99101
18,hidden_variable_identification,2,synthesis,0.008958,0.991042
18,hidden_variable_identification,3,synthesis,0.01065,0.98935
18,hidden_variable_identification,4,synthesis,0.012072,0.987928
18,hidden_variable_identification,5,synthesis,0.011075,0.988925
18,hidden_variable_identification,6,synthesis,0.010454,0.989546
18,hidden_variable_identification,7,synthesis,0.001064,0.998936
18,hidden_variable_identification,8,synthesis,0.001584,0.998416
18,hidden_variable_identification,9,synthesis,0.002234,0.997766
18,hidden_variable_identification,10,synthesis,0.002674,0.997326
18,hidden_variable_identification,11,synthesis,0.003033,0.996967
18,hidden_variable_identification,12,synthesis,0.003791,0.996209
18,hidden_variable_identification,13,synthesis,0.004103,0.995897
18,hidden_variable_identification,14,synthesis,0.004534,0.995466
18,hidden_variable_identification,15,synthesis,0.004734,0.995266
18,hidden_variable_identification,16,synthesis,0.005443,0.994557
18,hidden_variable_identification,17,synthesis,0.005832,0.994168
18,hidden_variable_identification,18,synthesis,0.007147,0.992853
18,hidden_variable_identification,19,synthesis,0.008509,0.991491
18,hidden_variable_identification,20,synthesis,0.011141,0.988859
18,hidden_variable_identification,21,synthesis,0.012447,0.987553
18,hidden_variable_identification,22,synthesis,0.014918,0.985082
18,hidden_variable_identification,23,synthesis,0.018234,0.981766
18,hidden_variable_identification,24,synthesis,0.022545,0.977455
18,hidden_variable_identification,25,synthesis,0.020403,0.979597
18,hidden_variable_identification,26,synthesis,0.022013,0.977987
18,hidden_variable_identification,27,synthesis,0.022996,0.977004
18,hidden_variable_identification,28,synthesis,0.02499,0.97501
18,hidden_variable_identification,29,synthesis,0.026148,0.973852
18,hidden_variable_identification,30,synthesis,0.023761,0.976239
18,hidden_variable_identification,31,synthesis,0.022197,0.977803
18,hidden_variable_identification,32,synthesis,0.020244,0.979756
18,hidden_variable_identification,33,synthesis,0.018824,0.981176
18,hidden_variable_identification,34,synthesis,0.015187,0.984813
18,hidden_variable_identification,35,synthesis,0.009076,0.990924
18,hidden_variable_identification,36,synthesis,0.061628,0.938372
18,hidden_variable_identification,0,reasoning,0.098694,0.901306
